player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
MOA HÖGDAHL,NFH,Nykøbing F. Håndbold,1647.7,13,PL,False,LEGENDARY,248.3
AMALIE WULFF,NFH,Nykøbing F. Håndbold,1594.8,31,PL,False,LEGENDARY,196.6
KRISTINA KRISTIANSEN,NFH,Nykøbing F. Håndbold,1539.8,35,PL,False,LEGENDARY,141.5
TYRA AXNÉR,NFH,Nykøbing F. Håndbold,1473.3000000000002,30,PL,False,LEGENDARY,265.9
ALBERTE KIELSTRUP,NFH,Nykøbing F. Håndbold,1469.2,33,HB,False,LEGENDARY,250.8
SOFIE BARDRUM,NFH,Nykøbing F. Håndbold,1462.0,34,ST,False,LEGENDARY,155.8
CHARLOTTE MIKKELSEN,NFH,Nykøbing F. Håndbold,1388.1,12,HF,False,ELITE,27.1
MONA OBAIDLI,NFH,Nykøbing F. Håndbold,1381.5,37,PL,False,ELITE,366.5
AYAKA IKEHARA,NFH,Nykøbing F. Håndbold,1368.7,23,HF,False,ELITE,76.9
AIMÉE VON PEREIRA,NFH,Nykøbing F. Håndbold,1336.4,36,PL,False,ELITE,177.6
LÆRKE NOLSØE,NFH,Nykøbing F. Håndbold,1315.6999999999998,37,VF,False,ELITE,151.6
ROSA SKOVLUND SCHMIDT,NFH,Nykøbing F. Håndbold,1216.1,23,HF,False,NORMAL,81.7
CAROLINE AAR,NFH,Nykøbing F. Håndbold,1196.5,34,ST,False,NORMAL,181.5
MATILDE VESTERGAARD,NFH,Nykøbing F. Håndbold,1130.4,25,VF,False,NORMAL,57.3
JAKOB BIRKEDAL LARSEN,NFH,Nykøbing F. Håndbold,1114.2,5,Ukendt,False,NORMAL,-1.8
CECILIE GREVE,NFH,Nykøbing F. Håndbold,1091.7,31,MV,True,NORMAL,-6.7
STINE EIBERG,NFH,Nykøbing F. Håndbold,1030.0,21,Ukendt,False,NORMAL,15.0
LINE CHRISTIANSEN,NFH,Nykøbing F. Håndbold,1015.0,12,MV,True,NORMAL,0.0
CATHARINA BROCH,NFH,Nykøbing F. Håndbold,1013.5,29,MV,True,NORMAL,-1.5
