player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
THOMAS ARNOLDSEN,SAH,SAH - Skanderborg AGF,1720.9,28,PL,False,LEGENDARY,323.2
MORTEN BALLING,SAH,SAH - Skanderborg AGF,1669.8000000000002,32,PL,False,LEGENDARY,267.6
TORBEN PETERSEN,SAH,SAH - Skanderborg AGF,1539.3,30,PL,False,LEGENDARY,137.3
MORTEN HEMPEL JENSEN,SAH,SAH - Skanderborg AGF,1537.9,30,PL,False,LEGENDARY,140.7
JONATAN MOLLERUP,SAH,SAH - Skanderborg AGF,1499.2,32,PL,False,LEGENDARY,215.0
LARS SKAARUP,SAH,SAH - Skanderborg AGF,1479.3,26,VF,False,LEGENDARY,115.1
HÁKUN WEST AV TEIGUM,SAH,SAH - Skanderborg AGF,1399.4,32,HF,False,ELITE,188.0
KRISTIAN BONEFELD,SAH,SAH - Skanderborg AGF,1313.3,31,PL,False,ELITE,18.1
LARS MOUSING,SAH,SAH - Skanderborg AGF,1302.1,25,ST,False,ELITE,50.3
ANTON BRAMMING,SAH,SAH - Skanderborg AGF,1274.9,18,VF,False,ELITE,58.8
THOR CHRISTENSEN,SAH,SAH - Skanderborg AGF,1235.9,22,ST,False,NORMAL,34.8
NICK RASMUSSEN,SAH,SAH - Skanderborg AGF,1141.4,6,Ukendt,False,NORMAL,-2.2
FREDERIK ARNOLDSEN,SAH,SAH - Skanderborg AGF,1102.3,24,ST,False,NORMAL,31.3
