player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
MATHILDE NEESGAARD,AAU,Aarhus United,1540.0,32,PL,False,LEGENDARY,314.7
LINE BERGGREN LARSEN,AAU,Aarhus United,1512.7,31,PL,False,LEGENDARY,126.9
JUNE BØTTGER,AAU,Aarhus United,1434.8,32,VF,False,LEGENDARY,138.5
CECILIE MØRCH HANSEN,AAU,Aarhus United,1400.9,20,VB,False,LEGENDARY,61.2
LINE ELLERTSEN,AAU,Aarhus United,1295.6,32,PL,False,ELITE,187.5
CHARLOTTE LUND MIKKELSEN,AAU,Aarhus United,1231.6999999999998,11,HF,False,NORMAL,30.6
ANNIKA MEYER,AAU,Aarhus United,1231.5,32,ST,False,NORMAL,116.7
MARIELLE MARTINSEN,AAU,Aarhus United,1180.5,30,PL,False,NORMAL,165.5
FREDERIKKE GLAVIND HEDEGAARD,AAU,Aarhus United,1123.3,26,HF,False,NORMAL,50.5
EMMA MOGENSEN,AAU,Aarhus United,1105.4,24,PL,False,NORMAL,27.7
MARIE SØRENSEN,AAU,Aarhus United,1094.9,22,ST,False,NORMAL,25.1
SOPHIA SNOGDAL,AAU,Aarhus United,1067.3000000000002,17,VF,False,NORMAL,29.4
MARTINA THÖRN,AAU,Aarhus United,1059.9,32,MV,True,NORMAL,1.9
NORA PERSSON,AAU,Aarhus United,1040.8000000000002,28,MV,True,NORMAL,-0.6
THEA STURLUDOTTIR,AAU,Aarhus United,1040.7,13,HB,False,NORMAL,25.7
MARIA BERGER WIERZBA,AAU,Aarhus United,1021.1,5,PL,False,NORMAL,6.1
