player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
KRISTINA KRISTIANSEN,NFH,Nykøbing F. Håndbold,1660.4,34,PL,False,LEGENDARY,262.1
SOFIE FLADER,NFH,Nykøbing F. Håndbold,1560.3000000000002,31,PL,False,LEGENDARY,265.4
ELMA HALILCEVIC,NFH,Nykøbing F. Håndbold,1531.0,33,VF,False,LEGENDARY,263.9
AMALIE WULFF,NFH,Nykøbing F. Håndbold,1525.1,32,PL,False,LEGENDARY,260.2
STINE EIBERG JØRGENSEN,NFH,Nykøbing F. Håndbold,1432.1,25,Ukendt,False,LEGENDARY,33.0
NIKITA VAN DER VLIET,NFH,Nykøbing F. Håndbold,1429.5,32,ST,False,LEGENDARY,193.7
CHARLOTTE MIKKELSEN,NFH,Nykøbing F. Håndbold,1390.4,20,HF,False,ELITE,133.7
SOFIE BARDRUM,NFH,Nykøbing F. Håndbold,1344.8000000000002,21,ST,False,ELITE,71.9
MIA SVELE,NFH,Nykøbing F. Håndbold,1285.7,31,PL,False,ELITE,161.7
SOFIE OLSEN,NFH,Nykøbing F. Håndbold,1246.8000000000002,19,HF,False,NORMAL,42.4
ALBERTE KIELSTRUP,NFH,Nykøbing F. Håndbold,1221.3,27,HB,False,NORMAL,153.5
TYRA AXNÉR,NFH,Nykøbing F. Håndbold,1200.9,30,PL,False,NORMAL,127.9
ESTAVANA POLMAN,NFH,Nykøbing F. Håndbold,1191.6,5,PL,False,NORMAL,27.6
MARIE-HELENE SAJKA,NFH,Nykøbing F. Håndbold,1165.4,33,PL,False,NORMAL,150.4
SOFIE ALNOR,NFH,Nykøbing F. Håndbold,1137.4,6,VF,False,NORMAL,7.4
LOUISE EGESTORP,NFH,Nykøbing F. Håndbold,1112.3,5,MV,True,NORMAL,0.0
JAKOB BIRKEDAL LARSEN,NFH,Nykøbing F. Håndbold,1100.8000000000002,5,Ukendt,False,NORMAL,-1.1
LIV NAVNE,NFH,Nykøbing F. Håndbold,1098.7,6,HB,False,NORMAL,12.0
CECILIE GREVE,NFH,Nykøbing F. Håndbold,1086.5,33,MV,True,NORMAL,3.6
ANNIKA PETERSEN,NFH,Nykøbing F. Håndbold,1014.7,22,MV,True,NORMAL,-0.3
