player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
Mette Brandt NIELSEN,EHA,EH Aalborg,1302.4,1,ST,False,NORMAL,9.4
Marlene Lau DAHLMANN,EHA,EH Aalborg,1212.6,2,HF,False,NORMAL,12.6
Märta HEDENQUIST,EHA,EH Aalborg,1209.5,2,ST,False,NORMAL,9.5
Frida Høgaard NIELSEN,EHA,EH Aalborg,1209.3,2,PL,False,NORMAL,9.3
Andrea JACOBSEN,EHA,EH Aalborg,1206.2,2,PL,False,NORMAL,6.2
Ida-Louise ANDERSEN,EHA,EH Aalborg,1204.2,2,VF,False,NORMAL,4.2
Emma Aagaard POULSEN,EHA,EH Aalborg,1203.8,1,ST,False,NORMAL,3.8
Cecilie TERMANSEN,EHA,EH Aalborg,1202.0,2,ST,False,NORMAL,2.0
Signe KUSK,EHA,EH Aalborg,1201.6,2,VF,False,NORMAL,1.6
Laura Linde SKOVHUS,EHA,EH Aalborg,1201.3,1,ST,False,NORMAL,1.3
Mille EISENHARDT,EHA,EH Aalborg,1200.9,2,PL,False,NORMAL,0.9
Sofie Lassen NYGAARD,EHA,EH Aalborg,1200.9,1,VB,False,NORMAL,0.9
Maiken Skov NIELSEN,EHA,EH Aalborg,1199.8,1,HF,False,NORMAL,-0.2
