player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
HENNY REISTAD,TES,Team Esbjerg,1742.3,27,PL,False,LEGENDARY,343.8
NORA MØRK,TES,Team Esbjerg,1728.6,33,HB,False,LEGENDARY,498.4
KRISTINE BREISTØL,TES,Team Esbjerg,1607.2,33,PL,False,LEGENDARY,208.0
MARIT RØSBERG JACOBSEN,TES,Team Esbjerg,1574.4,27,HF,False,LEGENDARY,212.7
MICHALA MØLLER,TES,Team Esbjerg,1494.8,36,PL,False,LEGENDARY,225.7
KAJA KAMP NIELSEN,TES,Team Esbjerg,1486.6,35,ST,False,LEGENDARY,167.4
RIKKE IVERSEN,TES,Team Esbjerg,1462.4,34,ST,False,LEGENDARY,110.5
KATHRINE HEINDAHL,TES,Team Esbjerg,1329.7,10,ST,False,ELITE,19.2
ANNE TOLSTRUP PETERSEN,TES,Team Esbjerg,1329.6,31,HF,False,ELITE,89.6
SANNA SOLBERG,TES,Team Esbjerg,1317.5,35,VF,False,ELITE,107.1
JULIE BØE JACOBSEN,TES,Team Esbjerg,1257.5,30,PL,False,ELITE,147.8
CAROLINE GADE,TES,Team Esbjerg,1126.6999999999998,7,VF,False,NORMAL,7.1
ANNA KRISTENSEN,TES,Team Esbjerg,1096.0,35,MV,True,NORMAL,2.5
LIVE RUSHFELDT DEILA,TES,Team Esbjerg,1090.1,24,PL,False,NORMAL,75.1
AMALIE MILLING,TES,Team Esbjerg,1090.0,35,MV,True,NORMAL,-0.6
LUCIANA REBELO,TES,Team Esbjerg,1030.9,14,HB,False,NORMAL,15.9
