team_code,team_name,total_players,avg_rating,max_rating,min_rating,total_games,avg_games_per_player,elite_players,goalkeepers,positions_represented,position_distribution
VHK,Viborg HK,15,1193.6,1589.0,1037.2,277,18.5,5,2,6,"{'PL': 4, 'HB': 2, 'HF': 2, 'ST': 3, 'VF': 2, 'MV': 2}"
TES,Team Esbjerg,14,1187.0,1558.2,1039.3,263,18.8,5,2,6,"{'PL': 4, 'HB': 2, 'HF': 1, 'ST': 3, 'VF': 2, 'MV': 2}"
NFH,Nykøbing F. Håndbold,16,1168.3,1405.9,1022.7,272,17.0,5,2,7,"{'PL': 5, 'HB': 1, 'VF': 2, 'ST': 2, 'HF': 3, 'VB': 1, 'MV': 2}"
SVK,Silkeborg-Voel KFUM,16,1159.4,1444.3,1014.6,280,17.5,3,2,6,"{'PL': 6, 'HB': 2, 'ST': 2, 'HF': 2, 'VF': 2, 'MV': 2}"
SKB,Skanderborg Håndbold,16,1153.0,1708.2,1013.9,278,17.4,2,2,6,"{'PL': 7, 'HF': 2, 'VF': 2, 'ST': 2, 'VB': 1, 'MV': 2}"
AAU,Aarhus United,16,1148.2,1426.0,1015.0,276,17.2,3,2,6,"{'PL': 6, 'VF': 2, 'HF': 2, 'ST': 3, 'Ukendt': 1, 'MV': 2}"
KBH,København Håndbold,16,1131.2,1397.1,1015.0,288,18.0,3,3,7,"{'PL': 3, 'HF': 2, 'ST': 1, 'HB': 2, 'VF': 3, 'MV': 3, 'VB': 2}"
EHA,EH Aalborg,16,1130.5,1435.2,1021.1,289,18.1,2,2,5,"{'PL': 6, 'HF': 2, 'VF': 3, 'ST': 3, 'MV': 2}"
AJK,Ajax København,16,1124.0,1346.3,1013.8,305,19.1,2,2,6,"{'PL': 7, 'HF': 2, 'VF': 2, 'ST': 2, 'HB': 1, 'MV': 2}"
HHE,Horsens Håndbold Elite,19,1066.7,1264.0,1012.4,263,13.8,1,3,7,"{'VB': 1, 'PL': 5, 'HF': 3, 'ST': 3, 'VF': 3, 'HB': 1, 'MV': 3}"
IKA,Ikast Håndbold,2,1053.0,1062.4,1043.5,40,20.0,0,2,1,{'MV': 2}
RAN,Randers HK,2,1052.1,1054.3,1049.9,42,21.0,0,2,1,{'MV': 2}
HOL,Holstebro Håndbold,2,1043.0,1049.0,1037.0,43,21.5,0,2,1,{'MV': 2}
ODE,Odense Håndbold,2,1041.6,1049.1,1034.0,37,18.5,0,2,1,{'MV': 2}
