player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
PETER BALLING,TTH,TTH Holstebro,1276.3,30,HB,False,ELITE,261.3
VIKTOR ÖSTLUND,TTH,TTH Holstebro,1235.2,29,VB,False,NORMAL,220.2
JAC KARLSSON,TTH,TTH Holstebro,1177.6,31,PL,False,NORMAL,162.6
MARTIN LYSDAHL HANSEN,TTH,TTH Holstebro,1164.5,30,PL,False,NORMAL,149.5
KASPER EMIL KILDELUND,TTH,TTH Holstebro,1140.4,31,HF,False,NORMAL,125.4
MAGNUS BRAMMING,TTH,TTH Holstebro,1137.3,28,VF,False,NORMAL,122.3
LARS MOUSING,TTH,TTH Holstebro,1097.0,32,ST,False,NORMAL,82.0
VIGNIR SVARVARSSON,TTH,TTH Holstebro,1077.1,23,ST,False,NORMAL,62.1
JONAS PORUP,TTH,TTH Holstebro,1073.8,31,PL,False,NORMAL,58.8
SIMON ELLERSGAARD BIRKEFELDT,TTH,TTH Holstebro,1066.3,25,HB,False,NORMAL,51.3
EMIL SIDELMANN,TTH,TTH Holstebro,1055.7,16,VF,False,NORMAL,40.7
JEPPE FAURHOLT HAUSKOV,TTH,TTH Holstebro,1038.5,18,HF,False,NORMAL,23.5
SIMON GADE,TTH,TTH Holstebro,1021.3,24,MV,True,NORMAL,6.3
SIMON ELLERSGAARD BIRKEFELDT1,TTH,TTH Holstebro,1021.1,5,Ukendt,False,NORMAL,6.1
SIMON ELLERSGAARD BIRKEFELDTRETUR,TTH,TTH Holstebro,1017.5,7,PL,False,NORMAL,2.5
TORBJÖRN SITTRUP BERGERUD,TTH,TTH Holstebro,1016.9,32,MV,True,NORMAL,1.9
ANDERS AGGER,TTH,TTH Holstebro,1016.5,10,ST,False,NORMAL,1.5
PATRICK WESTERHOLM,TTH,TTH Holstebro,1013.0,8,Ukendt,False,NORMAL,-2.0
