player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
ANDERS KRAGH MARTINUSEN,FHK,Fredericia Håndbold Klub,2029.7,31,PL,False,LEGENDARY,630.9
KRISTIAN STOKLUND,FHK,Fredericia Håndbold Klub,1749.8,37,PL,False,LEGENDARY,352.0
NICOLAJ NØRAGER,FHK,Fredericia Håndbold Klub,1625.1,36,PL,False,LEGENDARY,227.6
MARTIN BISGAARD,FHK,Fredericia Håndbold Klub,1536.3,36,VF,False,LEGENDARY,208.5
EMIL TELLERUP,FHK,Fredericia Håndbold Klub,1431.6,22,MV,True,LEGENDARY,141.8
KASPER YOUNG,FHK,Fredericia Håndbold Klub,1390.5,35,HF,False,ELITE,179.2
RASMUS MEYER EJLERSEN,FHK,Fredericia Håndbold Klub,1373.4,36,ST,False,ELITE,71.7
THORSTEN FRIES,FHK,Fredericia Håndbold Klub,1358.6999999999998,36,MV,True,ELITE,261.1
NIKOLAJ NIELSEN,FHK,Fredericia Håndbold Klub,1348.3000000000002,20,ST,False,ELITE,39.9
JAKOB FREDERIKSEN,FHK,Fredericia Håndbold Klub,1315.7,17,HF,False,ELITE,37.8
MADS CHRISTIANSEN,FHK,Fredericia Håndbold Klub,1287.1,20,HB,False,ELITE,52.2
REINER TABOADA,FHK,Fredericia Håndbold Klub,1266.4,35,PL,False,ELITE,251.4
JAMES JUNIOR SCOTT,FHK,Fredericia Håndbold Klub,1193.3,33,PL,False,NORMAL,178.3
LASSE BALSTAD,FHK,Fredericia Håndbold Klub,1105.4,38,ST,False,NORMAL,42.6
KIM SONNE,FHK,Fredericia Håndbold Klub,1087.9,9,MV,True,NORMAL,-0.6
EINAR ÓLAFSSON,FHK,Fredericia Håndbold Klub,1032.5,26,VF,False,NORMAL,17.5
MADS LENBROCH,FHK,Fredericia Håndbold Klub,1028.2,6,VF,False,NORMAL,13.2
GUDMUNDUR GUDMUNDSSON,FHK,Fredericia Håndbold Klub,1011.7,9,Ukendt,False,NORMAL,-3.3
