player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
CECILIE WOLLER,AJK,Ajax København,1200.7,32,PL,False,NORMAL,185.7
ANNE TOLSTRUP PETERSEN,AJK,Ajax København,1163.3,32,HF,False,NORMAL,148.3
EVA BJØRK DAVIDSDOTTIR,AJK,Ajax København,1159.5,32,PL,False,NORMAL,144.5
STINE EIBERG JØRGENSEN,AJK,Ajax København,1126.1,31,PL,False,NORMAL,111.1
STINE NØRKLIT LØNBORG,AJK,Ajax København,1114.7,24,PL,False,NORMAL,99.7
ANNA GRUNDTVIG,AJK,Ajax København,1090.8,25,VF,False,NORMAL,75.8
SIMONE MONSRUD PEDERSEN,AJK,Ajax København,1065.6,29,ST,False,NORMAL,50.6
NADIA KONGSTED,AJK,Ajax København,1061.4,27,HF,False,NORMAL,46.4
SYLVIA GAMYS,AJK,Ajax København,1061.1,25,VF,False,NORMAL,46.1
NIKOLINE BRØNS,AJK,Ajax København,1054.5,30,PL,False,NORMAL,39.5
AMIT IZAK,AJK,Ajax København,1025.6,15,PL,False,NORMAL,10.6
SOFIE BARDRUM,AJK,Ajax København,1022.0,6,ST,False,NORMAL,7.0
AMANDA DAHL,AJK,Ajax København,1017.6,6,PL,False,NORMAL,2.6
MAJA EIBERG JØRGENSEN,AJK,Ajax København,1017.6,14,PL,False,NORMAL,2.6
NADIA CHAHADE,AJK,Ajax København,1016.3,11,MV,True,NORMAL,1.3
EMILIE JACOBSEN,AJK,Ajax København,1014.0,15,MV,True,NORMAL,-1.0
DENNIS BO JENSEN,AJK,Ajax København,1014.0,5,Ukendt,False,NORMAL,-1.0
SARAH NØRKLIT,AJK,Ajax København,1013.3,31,MV,True,NORMAL,-1.7
