player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
CECILIE WOLLER,AJK,Ajax København,1346.3,20,PL,False,ELITE,121.5
ANNE TOLSTRUP PETERSEN,AJK,Ajax København,1258.2,23,HF,False,ELITE,93.9
STINE EIBERG JØRGENSEN,AJK,Ajax København,1233.5,23,PL,False,NORMAL,99.8
ANNA GRUNDTVIG,AJK,Ajax København,1219.6,22,VF,False,NORMAL,126.9
STINE NØRKLIT LØNBORG,AJK,Ajax København,1135.9,10,PL,False,NORMAL,13.0
SIMONE MONSRUD PEDERSEN,AJK,Ajax København,1115.9,23,ST,False,NORMAL,47.4
LOUISA MITTET,AJK,Ajax København,1111.8,23,PL,False,NORMAL,96.8
MAJA EIBERG JØRGENSEN,AJK,Ajax København,1107.4,23,PL,False,NORMAL,87.3
CECILIE SPECHT,AJK,Ajax København,1104.2,23,HB,False,NORMAL,89.2
SIGNE GEORGI,AJK,Ajax København,1079.1,15,VF,False,NORMAL,17.9
SOFIE BARDRUM,AJK,Ajax København,1077.6,22,ST,False,NORMAL,33.1
AMANDA POULSEN,AJK,Ajax København,1072.6,11,PL,False,NORMAL,12.0
SIW AABECH,AJK,Ajax København,1047.1999999999998,14,PL,False,NORMAL,8.1
LOUISE EGESTORP,AJK,Ajax København,1036.7,23,MV,True,NORMAL,1.3
ROSA S SCHMIDT,AJK,Ajax København,1024.2,8,HF,False,NORMAL,9.2
SARAH NØRKLIT LØNBORG,AJK,Ajax København,1013.8,22,MV,True,NORMAL,-1.2
