player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
ANDREA WEST BENDTSEN,HOL,Holstebro Håndbold,1464.3,24,PL,False,LEGENDARY,152.0
LÆRKE CHRISTENSEN,HOL,Holstebro Håndbold,1429.9,12,PL,False,LEGENDARY,104.7
JENNY HELEN CARLSON,HOL,Holstebro Håndbold,1357.1,12,PL,False,ELITE,111.0
EMILIE BASTRUP BERTELSEN,HOL,Holstebro Håndbold,1248.0,21,VF,False,NORMAL,51.2
SOFIE BREMS ØSTERGAARD,HOL,Holstebro Håndbold,1221.7,24,HF,False,NORMAL,60.8
MAJA EDLING LAURITSEN,HOL,Holstebro Håndbold,1203.2,24,VF,False,NORMAL,76.3
EMMA LAURSEN,HOL,Holstebro Håndbold,1160.5,25,HB,False,NORMAL,63.0
MELINA KRISTENSEN,HOL,Holstebro Håndbold,1150.7,20,HF,False,NORMAL,52.7
MATHILDE HØY TROELSEN,HOL,Holstebro Håndbold,1147.6,24,PL,False,NORMAL,76.9
TEA THOMASSEN,HOL,Holstebro Håndbold,1129.4,21,PL,False,NORMAL,71.5
JULIE GANTZEL,HOL,Holstebro Håndbold,1126.7,25,ST,False,NORMAL,70.3
ISABELLA FAZEKAS JAKOBSEN,HOL,Holstebro Håndbold,1056.8,6,PL,False,NORMAL,7.3
SOPHIE MOTH,HOL,Holstebro Håndbold,1049.4,24,MV,True,NORMAL,2.6
NANNA LØVIG RASMUSSEN,HOL,Holstebro Håndbold,1029.1,15,ST,False,NORMAL,14.1
RIKKE AASTRUP NIELSEN,HOL,Holstebro Håndbold,1020.7,5,PL,False,NORMAL,5.7
ANNE CHRISTINE AMDISEN BOSSEN,HOL,Holstebro Håndbold,1014.2,21,MV,True,NORMAL,-0.8
