player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
INGVILD BAKKERUD,IKA,Ikast Håndbold,1668.1,33,VB,False,LEGENDARY,266.6
SIMONE PETERSEN,IKA,Ikast Håndbold,1557.2,36,PL,False,LEGENDARY,158.5
STINE SKOGRAND,IKA,Ikast Håndbold,1544.3,36,HB,False,LEGENDARY,190.2
EMMA LINDQVIST,IKA,Ikast Håndbold,1503.8000000000002,35,HB,False,LEGENDARY,152.9
EMMA FRIIS,IKA,Ikast Håndbold,1470.1,28,VF,False,LEGENDARY,126.9
SARAH IVERSEN,IKA,Ikast Håndbold,1454.0,32,ST,False,LEGENDARY,97.7
MELISSA PETRÉN,IKA,Ikast Håndbold,1414.4,7,PL,False,LEGENDARY,14.0
JULIE SCAGLIONE,IKA,Ikast Håndbold,1397.8,18,PL,False,ELITE,108.2
MARIA LYKKEGAARD,IKA,Ikast Håndbold,1322.6,32,ST,False,ELITE,51.7
MARKÉTA JERÁBKOVÁ,IKA,Ikast Håndbold,1289.6,35,PL,False,ELITE,274.6
CECILIE BRANDT,IKA,Ikast Håndbold,1259.1999999999998,6,HF,False,ELITE,9.1
TRINE MORTENSEN,IKA,Ikast Håndbold,1202.4,21,VF,False,NORMAL,59.4
AMANDA LOFT HANSEN,IKA,Ikast Håndbold,1179.5,21,ST,False,NORMAL,30.2
LINE MAI HOUGAARD,IKA,Ikast Håndbold,1096.4,33,HF,False,NORMAL,81.4
KASPER CHRISTENSEN,IKA,Ikast Håndbold,1094.1,7,Ukendt,False,NORMAL,-3.2
FILIPPA IDÉHN,IKA,Ikast Håndbold,1084.4,11,MV,True,NORMAL,1.5
ANDREA AUSTMO,IKA,Ikast Håndbold,1072.1,32,MV,True,NORMAL,0.0
SIMONE BÖHME,IKA,Ikast Håndbold,1038.6,10,HF,False,NORMAL,23.6
CAROLINE KOTTAL CLAUSEN,IKA,Ikast Håndbold,1022.9,6,HF,False,NORMAL,7.9
IRMA SCHJÖTT,IKA,Ikast Håndbold,1018.6,30,MV,True,NORMAL,3.6
