player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
MORTEN NYBERG,TMH,TMS Ringsted,1351.8,26,HB,False,ELITE,148.3
NICOLAI NØRAGER,TMH,TMS Ringsted,1246.2,26,PL,False,NORMAL,231.2
MICHAEL RIIS,TMH,TMS Ringsted,1168.4,19,PL,False,NORMAL,153.4
MORTEN HEMPEL JENSEN,TMH,TMS Ringsted,1114.8,25,VB,False,NORMAL,99.8
ANDERS MØLLER,TMH,TMS Ringsted,1089.7,25,HF,False,NORMAL,74.7
BENJAMIN B PEDERSEN,TMH,TMS Ringsted,1084.2,25,ST,False,NORMAL,69.2
MADS DUDEK,TMH,TMS Ringsted,1082.1,18,VF,False,NORMAL,67.1
LASSE SINDING JENSEN,TMH,TMS Ringsted,1069.2,20,PL,False,NORMAL,54.2
SIMON OMME,TMH,TMS Ringsted,1047.8,18,HF,False,NORMAL,32.8
JAKOB J JESSEN,TMH,TMS Ringsted,1037.1,11,VF,False,NORMAL,22.1
ANTON BRAMMING,TMH,TMS Ringsted,1034.7,10,VF,False,NORMAL,19.7
FREDERIK KJÆR ANDERSSON,TMH,TMS Ringsted,1030.8,24,MV,True,NORMAL,15.8
ANDREAS MAGAARD,TMH,TMS Ringsted,1030.2,16,ST,False,NORMAL,15.2
SEBASTIAN REIMER THOR,TMH,TMS Ringsted,1030.1,25,ST,False,NORMAL,15.1
MIKKEL TØNNERS,TMH,TMS Ringsted,1021.8,22,MV,True,NORMAL,6.8
NICKLAS BERTRAM SELVIG,TMH,TMS Ringsted,1020.9,6,PL,False,NORMAL,5.9
CHRISTIAN DALMOSE,TMH,TMS Ringsted,1009.9,9,Ukendt,False,NORMAL,-5.1
