player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
INGVILD BAKKERUD,IKA,Ikast Håndbold,1686.5,30,PL,False,LEGENDARY,285.0
STINE SKOGRAND,IKA,Ikast Håndbold,1625.0,29,PL,False,LEGENDARY,265.3
EMMA LINDQVIST,IKA,Ikast Håndbold,1574.1,35,PL,False,LEGENDARY,234.9
SIMONE PETERSEN,IKA,Ikast Håndbold,1518.6,19,PL,False,LEGENDARY,119.9
JAMINA ROBERTS,IKA,Ikast Håndbold,1489.7,17,PL,False,LEGENDARY,166.0
LÆRKE NOLSØE,IKA,Ikast Håndbold,1428.6999999999998,34,VF,False,LEGENDARY,146.6
JULIE SCAGLIONE,IKA,Ikast Håndbold,1425.9,6,VB,False,LEGENDARY,43.0
MARKÉTA JERÁBKOVÁ,IKA,Ikast Håndbold,1419.2,15,PL,False,LEGENDARY,121.3
MARIA LYKKEGAARD,IKA,Ikast Håndbold,1361.2,34,ST,False,ELITE,67.5
CECILIE BRANDT,IKA,Ikast Håndbold,1282.1,34,HF,False,ELITE,96.6
SOFIA STENHOLT,IKA,Ikast Håndbold,1246.1,7,PL,False,NORMAL,11.6
AMANDA LOFT HANSEN,IKA,Ikast Håndbold,1209.8,25,ST,False,NORMAL,26.6
MATILDE KONDRUP NIELSEN,IKA,Ikast Håndbold,1200.9,20,VF,False,NORMAL,27.2
LINE MAI HOUGAARD,IKA,Ikast Håndbold,1181.4,31,HF,False,NORMAL,78.0
EMILY STANG SANDO,IKA,Ikast Håndbold,1111.3,20,MV,True,NORMAL,6.3
FILIPPA IDÉHN,IKA,Ikast Håndbold,1102.6,34,MV,True,NORMAL,5.3
IRMA SCHJÖTT,IKA,Ikast Håndbold,1071.1,5,MV,True,NORMAL,0.0
SARAH AABERG IVERSEN,IKA,Ikast Håndbold,1045.1,9,ST,False,NORMAL,30.1
ANE HØGSETH,IKA,Ikast Håndbold,1031.6,17,ST,False,NORMAL,16.6
CLARA MENDGAARD SØRENSEN,IKA,Ikast Håndbold,1017.0,5,PL,False,NORMAL,2.0
