player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
PHILIP STENMALM,KIF,KIF Kolding,1378.0,32,PL,False,ELITE,363.0
BO SPELLERBERG,KIF,KIF Kolding,1340.7,31,PL,False,ELITE,325.7
MAGNUS LANDIN JACOBSEN,KIF,KIF Kolding,1139.6,26,VF,False,NORMAL,124.6
OLAFUR GUSTAFSSON,KIF,KIF Kolding,1125.6,24,HB,False,NORMAL,110.6
JENS PESCHARDT,KIF,KIF Kolding,1124.6,26,HB,False,NORMAL,109.6
MORTEN BJØRNSHAUGE,KIF,KIF Kolding,1097.8,31,ST,False,NORMAL,82.8
PETTER ØVERBY,KIF,KIF Kolding,1087.4,23,ST,False,NORMAL,72.4
NICOLAS LUNDBYE KRISTIANSEN,KIF,KIF Kolding,1081.5,11,HB,False,NORMAL,66.5
SEBASTIAN AUGUSTINUSSEN,KIF,KIF Kolding,1075.4,17,HF,False,NORMAL,60.4
JACOB HANSEN,KIF,KIF Kolding,1060.7,18,HF,False,NORMAL,45.7
CYRIL VIUDES,KIF,KIF Kolding,1051.2,23,ST,False,NORMAL,36.2
JEPPE LARSEN,KIF,KIF Kolding,1037.5,7,VF,False,NORMAL,22.5
MARCUS CLEVERLY,KIF,KIF Kolding,1030.0,26,MV,True,NORMAL,15.0
SØREN HAAGEN ANDREASEN,KIF,KIF Kolding,1015.0,29,MV,True,NORMAL,0.0
LARS FREDERIKSEN,KIF,KIF Kolding,1013.2,9,Ukendt,False,NORMAL,-1.8
