player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
NATASJA ANDREASEN,SVK,Silkeborg-Voel KFUM,1589.6,26,PL,False,LEGENDARY,189.3
ANDREA WEST BENDTSEN,SVK,Silkeborg-Voel KFUM,1455.9,32,PL,False,LEGENDARY,129.7
MARIGONA HAJDARI,SVK,Silkeborg-Voel KFUM,1409.8,30,PL,False,LEGENDARY,62.8
MARIA HOLM,SVK,Silkeborg-Voel KFUM,1381.4,32,HB,False,ELITE,166.6
LINE SKAK,SVK,Silkeborg-Voel KFUM,1332.4,9,ST,False,ELITE,34.0
MAJA MUNCH LAURSEN,SVK,Silkeborg-Voel KFUM,1257.1,27,VF,False,ELITE,78.8
MATHILDA LUNDSTRØM,SVK,Silkeborg-Voel KFUM,1252.3,31,HF,False,ELITE,144.7
MATHILDE KRISTENSEN,SVK,Silkeborg-Voel KFUM,1241.2,13,ST,False,NORMAL,20.8
THEA RASMUSSEN,SVK,Silkeborg-Voel KFUM,1161.2,32,PL,False,NORMAL,146.2
ANDREA JACOBSEN,SVK,Silkeborg-Voel KFUM,1144.6,18,PL,False,NORMAL,42.2
SARA MADSEN,SVK,Silkeborg-Voel KFUM,1130.0,28,HB,False,NORMAL,115.0
MAJA EDLING,SVK,Silkeborg-Voel KFUM,1127.6,32,VF,False,NORMAL,112.6
STINE BONDE,SVK,Silkeborg-Voel KFUM,1087.8,31,MV,True,NORMAL,-2.2
KAREN KLOKKER,SVK,Silkeborg-Voel KFUM,1082.4,24,ST,False,NORMAL,67.4
SOPHIE MOTH,SVK,Silkeborg-Voel KFUM,1069.5,27,MV,True,NORMAL,-0.4
EMMA SKIPPER,SVK,Silkeborg-Voel KFUM,1024.7,10,ST,False,NORMAL,9.7
ISABELLA POULSEN,SVK,Silkeborg-Voel KFUM,1022.7,9,PL,False,NORMAL,7.7
SOFIE WENDELBO,SVK,Silkeborg-Voel KFUM,1019.5,6,ST,False,NORMAL,4.5
