player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
TOBIAS JØRGENSEN,NSH,Nordsjælland Håndbold,1526.1999999999998,30,PL,False,LEGENDARY,137.1
NICHLAS HALD,NSH,Nordsjælland Håndbold,1526.0,30,PL,False,LEGENDARY,262.5
CARL-EMIL HAUNSTRUP,NSH,Nordsjælland Håndbold,1494.8,27,HF,False,LEGENDARY,138.1
MATIAS CAMPBELL,NSH,Nordsjælland Håndbold,1338.4,25,PL,False,ELITE,140.6
KRISTIAN OLSEN,NSH,Nordsjælland Håndbold,1335.8000000000002,23,HB,False,ELITE,205.4
JIMMI ANDERSEN,NSH,Nordsjælland Håndbold,1253.3,27,MV,True,ELITE,102.0
JEPPE CIESLAK,NSH,Nordsjælland Håndbold,1215.1,29,VF,False,NORMAL,123.2
GUSTAV WEDEL BRUUN,NSH,Nordsjælland Håndbold,1194.4,25,PL,False,NORMAL,69.5
JULIUS MØRCH,NSH,Nordsjælland Håndbold,1189.0,30,ST,False,NORMAL,87.1
FREDERIK ANDERSSON,NSH,Nordsjælland Håndbold,1185.7,28,MV,True,NORMAL,62.9
HAKAN SAHIN,NSH,Nordsjælland Håndbold,1183.8,20,ST,False,NORMAL,51.7
MAGNUS KRONBORG,NSH,Nordsjælland Håndbold,1159.3,27,PL,False,NORMAL,88.2
ANDREAS DYSSEHOLM,NSH,Nordsjælland Håndbold,1141.4,7,HF,False,NORMAL,12.9
RASMUS MADSBØLL,NSH,Nordsjælland Håndbold,1137.8000000000002,9,VF,False,NORMAL,16.9
NIKOLAJ LARSSON,NSH,Nordsjælland Håndbold,1083.0,22,HB,False,NORMAL,68.0
TIM RANTALA,NSH,Nordsjælland Håndbold,1054.9,21,ST,False,NORMAL,39.9
JEPPE VILLUMSEN,NSH,Nordsjælland Håndbold,1024.0,15,Ukendt,False,NORMAL,9.0
MAGNUS KJÆRSGAARD PETERSEN,NSH,Nordsjælland Håndbold,1015.0,5,MV,True,NORMAL,0.0
