player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
Cecilia HOVGAARD,HOL,Holstebro Håndbold,1298.7,2,HF,False,NORMAL,7.4
Julie BJERREGAARD,HOL,Holstebro Håndbold,1296.1,2,VF,False,NORMAL,3.4
Sofie SCHELDE-RASMUSSEN,HOL,Holstebro Håndbold,1279.6,2,PL,False,NORMAL,6.5
Julie RASMUSSEN,HOL,Holstebro Håndbold,1209.9,2,HF,False,NORMAL,9.9
Nanna RASMUSSEN,HOL,Holstebro Håndbold,1207.0,2,ST,False,NORMAL,7.0
Tea HEIN,HOL,Holstebro Håndbold,1205.8,2,PL,False,NORMAL,5.8
Mathilde TROELSEN,HOL,Holstebro Håndbold,1205.2,2,PL,False,NORMAL,5.2
Nathalie RASMUSSEN,HOL,Holstebro Håndbold,1202.6,2,VF,False,NORMAL,2.6
Emma Skipper JENSEN,HOL,Holstebro Håndbold,1201.8,1,ST,False,NORMAL,1.8
Mia Lægsgaard DEGN,HOL,Holstebro Håndbold,1201.3,2,HF,False,NORMAL,1.3
