player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
ERIK THORSTEINSEN TOFT,MTH,Mors-Thy Håndbold,1494.7,21,PL,False,LEGENDARY,140.9
BJARKE CHRISTENSEN,MTH,Mors-Thy Håndbold,1414.6999999999998,25,VF,False,LEGENDARY,190.6
JONAS GADE NIELSEN,MTH,Mors-Thy Håndbold,1406.9,25,HB,False,LEGENDARY,111.0
MADS HOXER HANGAARD,MTH,Mors-Thy Håndbold,1379.7,22,PL,False,ELITE,225.9
FREDERIK TILSTED,MTH,Mors-Thy Håndbold,1337.7,17,PL,False,ELITE,138.0
LASSE PEDERSEN,MTH,Mors-Thy Håndbold,1323.5,19,HF,False,ELITE,83.5
EMIL BERGHOLT,MTH,Mors-Thy Håndbold,1315.6999999999998,22,ST,False,ELITE,105.6
JACOB HESSELLUND,MTH,Mors-Thy Håndbold,1226.3,15,VF,False,NORMAL,36.3
ALLAN TOFT HANSEN,MTH,Mors-Thy Håndbold,1163.1,22,ST,False,NORMAL,43.1
SØREN PEDERSEN,MTH,Mors-Thy Håndbold,1151.1999999999998,22,MV,True,NORMAL,68.6
MARCUS MIDTGAARD SØRENSEN,MTH,Mors-Thy Håndbold,1148.4,18,VB,False,NORMAL,46.8
TIM SØRENSEN,MTH,Mors-Thy Håndbold,1101.7,19,HF,False,NORMAL,86.7
SANDER ØVERJORDET,MTH,Mors-Thy Håndbold,1099.3,25,PL,False,NORMAL,84.3
JENS DOLBERG,MTH,Mors-Thy Håndbold,1057.5,18,PL,False,NORMAL,42.5
RASMUS BECH,MTH,Mors-Thy Håndbold,1040.0,25,MV,True,NORMAL,25.0
KASPER LINDGREN,MTH,Mors-Thy Håndbold,1037.3,22,ST,False,NORMAL,-9.8
