player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
SEBASTIAN FRANDSEN,FHK,Fredericia Håndbold Klub,1812.5,38,MV,True,LEGENDARY,411.6
ANDERS KRAGH MARTINUSEN,FHK,Fredericia Håndbold Klub,1773.6999999999998,38,PL,False,LEGENDARY,374.9
KRISTIAN STOKLUND,FHK,Fredericia Håndbold Klub,1586.1,32,PL,False,LEGENDARY,188.3
MARTIN BISGAARD,FHK,Fredericia Håndbold Klub,1582.7,38,VF,False,LEGENDARY,180.0
REINIER TABOADA,FHK,Fredericia Håndbold Klub,1525.1,36,PL,False,LEGENDARY,253.0
KASPER YOUNG,FHK,Fredericia Håndbold Klub,1498.8,35,HF,False,LEGENDARY,141.5
THORSTEN FRIES,FHK,Fredericia Håndbold Klub,1412.9,29,MV,True,LEGENDARY,100.0
JONAS LANGERHUUS,FHK,Fredericia Håndbold Klub,1400.8,7,PL,False,LEGENDARY,0.5
SEBASTIAN HENNEBERG,FHK,Fredericia Håndbold Klub,1376.7,34,PL,False,ELITE,219.8
NIKOLAJ NIELSEN,FHK,Fredericia Håndbold Klub,1363.4,32,ST,False,ELITE,46.7
JAMES JUNIOR SCOTT,FHK,Fredericia Håndbold Klub,1277.7,27,PL,False,ELITE,74.9
JONAS KRUSE KRISTENSEN,FHK,Fredericia Håndbold Klub,1264.7,23,PL,False,ELITE,120.0
LASSE BALSTAD,FHK,Fredericia Håndbold Klub,1148.0,34,ST,False,NORMAL,38.2
EVGENI PEVNOV,FHK,Fredericia Håndbold Klub,1112.7,32,ST,False,NORMAL,97.7
EINAR ÓLAFSSON,FHK,Fredericia Håndbold Klub,1111.1,24,PL,False,NORMAL,29.6
GUDMUNDUR GUDMUNDSSON,FHK,Fredericia Håndbold Klub,1093.1999999999998,11,Ukendt,False,NORMAL,-2.9
FREDRIK MOSSESTAD,FHK,Fredericia Håndbold Klub,1064.2,29,HF,False,NORMAL,49.2
