player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
NIKOLAJ MARKUSSEN,TTH,TTH Holstebro,1628.1,32,PL,False,LEGENDARY,230.0
NICOLAJ NØRAGER,TTH,TTH Holstebro,1538.4,30,PL,False,LEGENDARY,140.9
NIKOLAJ ENDERLEIT,TTH,TTH Holstebro,1514.0,29,PL,False,LEGENDARY,224.1
THOMAS BOILESEN,TTH,TTH Holstebro,1452.1999999999998,16,PL,False,LEGENDARY,51.1
FREDERIK BJERRE,TTH,TTH Holstebro,1444.5,32,VF,False,LEGENDARY,170.7
JOHAN MEKLENBORG,TTH,TTH Holstebro,1443.1999999999998,18,PL,False,LEGENDARY,103.6
MAGNUS BRAMMING,TTH,TTH Holstebro,1438.6,24,VF,False,LEGENDARY,41.3
MIHA ZVIZEJ,TTH,TTH Holstebro,1438.4,30,ST,False,LEGENDARY,80.2
JONAS GADE NIELSEN,TTH,TTH Holstebro,1414.4,24,HB,False,LEGENDARY,62.4
THOMAS DAMGAARD,TTH,TTH Holstebro,1406.0,24,PL,False,LEGENDARY,138.6
JONAS PORUP,TTH,TTH Holstebro,1354.2,12,PL,False,ELITE,7.2
SANDER DRANGE HEIEREN,TTH,TTH Holstebro,1339.1,9,MV,True,ELITE,242.2
JOSIP CAVAR,TTH,TTH Holstebro,1309.0,28,MV,True,ELITE,12.8
CHRISTOFFER CICHOSZ,TTH,TTH Holstebro,1253.2,32,ST,False,ELITE,65.5
SANDER HEIEREN,TTH,TTH Holstebro,1190.7,23,MV,True,NORMAL,175.7
KEVIN GULLIKSEN,TTH,TTH Holstebro,1175.3,29,HF,False,NORMAL,160.3
JENS KROMANN MØLLER,TTH,TTH Holstebro,1161.9,9,HF,False,NORMAL,26.5
JONAS JEPSEN,TTH,TTH Holstebro,1143.0,5,PL,False,NORMAL,10.2
MATHIAS SMED,TTH,TTH Holstebro,1114.9,22,ST,False,NORMAL,-9.2
