player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
KRISTINA JØRGENSEN,VHK,Viborg HK,1769.2,37,PL,False,LEGENDARY,371.0
LINE HAUGSTED,VHK,Viborg HK,1638.3,32,PL,False,LEGENDARY,235.6
MOA HÖGDAHL,VHK,Viborg HK,1490.1,23,PL,False,LEGENDARY,150.4
LÆRKE NOLSØE,VHK,Viborg HK,1359.6999999999998,37,VF,False,ELITE,174.1
MARIA FISKER,VHK,Viborg HK,1268.1,13,VF,False,ELITE,62.0
THILDE FRANDSEN,VHK,Viborg HK,1252.0,35,HF,False,ELITE,130.3
IDA-MARIE DAHL,VHK,Viborg HK,1245.5,35,ST,False,NORMAL,146.4
STINE ANDERSEN,VHK,Viborg HK,1174.7,27,HF,False,NORMAL,49.9
SARA HALD,VHK,Viborg HK,1144.6,29,ST,False,NORMAL,58.7
TONJE ENKERUD,VHK,Viborg HK,1135.7,37,PL,False,NORMAL,120.7
MATHILDE RIVAS-TOFT,VHK,Viborg HK,1108.2,25,HB,False,NORMAL,93.2
CAMILLA FANGEL,VHK,Viborg HK,1099.3,19,ST,False,NORMAL,3.7
LAURA HOLM ANDERSEN,VHK,Viborg HK,1090.5,14,VF,False,NORMAL,14.2
EMMA FRIBERG,VHK,Viborg HK,1084.7,27,MV,True,NORMAL,0.7
ANNA KRISTENSEN,VHK,Viborg HK,1068.5,36,MV,True,NORMAL,-3.1
SIGNE VETTER LAURSEN,VHK,Viborg HK,1028.9,10,PL,False,NORMAL,13.9
