player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
MORTEN BALLING,SAH,SAH - Skanderborg AGF,1210.0,28,PL,False,NORMAL,195.0
KASPER IRMING ANDERSEN,SAH,SAH - Skanderborg AGF,1208.5,20,PL,False,NORMAL,193.5
MORTEN KIRK OLESEN,SAH,SAH - Skanderborg AGF,1150.4,22,PL,False,NORMAL,135.4
FREDERIK LADEFOGED,SAH,SAH - Skanderborg AGF,1106.4,29,ST,False,NORMAL,91.4
ANDREAS VÆVER,SAH,SAH - Skanderborg AGF,1105.4,29,VF,False,NORMAL,90.4
KRISTIAN BONEFELD,SAH,SAH - Skanderborg AGF,1085.2,28,HB,False,NORMAL,70.2
JONAS EICHWALD,SAH,SAH - Skanderborg AGF,1083.3,18,HF,False,NORMAL,68.3
NIKOLAJ A. NIELSEN,SAH,SAH - Skanderborg AGF,1049.0,25,ST,False,NORMAL,34.0
MINIK DAHL HØEGH,SAH,SAH - Skanderborg AGF,1048.7,9,PL,False,NORMAL,33.7
RASMUS KAAGAARD ANDERSEN,SAH,SAH - Skanderborg AGF,1033.7,10,PL,False,NORMAL,18.7
KRISTOFFER LAURSEN,SAH,SAH - Skanderborg AGF,1020.9,28,MV,True,NORMAL,5.9
BERTRAM OBLING,SAH,SAH - Skanderborg AGF,1018.1,27,MV,True,NORMAL,3.1
JEPPE JOHANN JONASSON,SAH,SAH - Skanderborg AGF,1012.0,11,HB,False,NORMAL,-3.0
MATTHIAS SMED,SAH,SAH - Skanderborg AGF,1007.8,20,HB,False,NORMAL,-7.2
