player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
SEBASTIAN SKUBE,BSH,Bjerringbro-Silkeborg,1368.7,35,PL,False,ELITE,353.7
NIKOLAJ ØRIS NIELSEN,BSH,Bjerringbro-Silkeborg,1302.3,36,HB,False,ELITE,287.3
NIKOLAJ MARKUSSEN,BSH,Bjerringbro-Silkeborg,1262.7,32,PL,False,ELITE,247.7
JACOB LASSEN,BSH,Bjerringbro-Silkeborg,1208.8,36,HF,False,NORMAL,193.8
MICHAEL KNUDSEN,BSH,Bjerringbro-Silkeborg,1137.0,36,ST,False,NORMAL,122.0
JESPER NØDDESBO,BSH,Bjerringbro-Silkeborg,1095.4,35,ST,False,NORMAL,80.4
STEFAN HUNDSTRUP,BSH,Bjerringbro-Silkeborg,1086.8,34,VF,False,NORMAL,71.8
JOHAN HANSEN,BSH,Bjerringbro-Silkeborg,1085.4,24,HF,False,NORMAL,70.4
MADS ØRIS NIELSEN,BSH,Bjerringbro-Silkeborg,1084.8,25,PL,False,NORMAL,69.8
LARS SKAARUP,BSH,Bjerringbro-Silkeborg,1051.0,22,VF,False,NORMAL,36.0
DRASKO NENADIC,BSH,Bjerringbro-Silkeborg,1033.3,7,PL,False,NORMAL,18.3
RASMUS THIEMER-JENSEN,BSH,Bjerringbro-Silkeborg,1032.7,22,ST,False,NORMAL,17.7
MARTIN RISOM CHRISTENSEN,BSH,Bjerringbro-Silkeborg,1020.5,5,HB,False,NORMAL,5.5
SEBASTIAN FRANDSEN,BSH,Bjerringbro-Silkeborg,1015.0,15,MV,True,NORMAL,0.0
SØREN RASMUSSEN,BSH,Bjerringbro-Silkeborg,1015.0,31,MV,True,NORMAL,0.0
ALJOSA REZAR,BSH,Bjerringbro-Silkeborg,1015.0,19,MV,True,NORMAL,0.0
OLIVER LARSEN,BSH,Bjerringbro-Silkeborg,1015.0,6,MV,True,NORMAL,0.0
KLAUS THOMSEN,BSH,Bjerringbro-Silkeborg,1001.0,26,ST,False,NORMAL,-14.0
