player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
EMIL JAKOBSEN,GOG,GOG,1619.0,34,VF,False,LEGENDARY,290.2
MATHIAS GIDSEL,GOG,GOG,1519.8,33,PL,False,LEGENDARY,304.2
EMIL LÆRKE,GOG,GOG,1424.5,16,PL,False,LEGENDARY,119.2
MORTEN OLSEN,GOG,GOG,1276.0,28,PL,False,ELITE,261.0
STIG-TORE MOEN NILSEN,GOG,GOG,1268.0,19,PL,False,ELITE,70.6
OSCAR BERGENDAHL,GOG,GOG,1256.1,33,ST,False,ELITE,113.4
FREDERIK BO ANDERSEN,GOG,GOG,1223.3,18,HF,False,NORMAL,61.2
SIMON PYTLICK,GOG,GOG,1211.6,26,PL,False,NORMAL,196.6
EMIL WERNSDORF MADSEN,GOG,GOG,1174.2,21,PL,False,NORMAL,65.7
STEVEN PLUCNAR JACOBSEN,GOG,GOG,1121.1,19,ST,False,NORMAL,28.1
FREDERIK CLAUSEN,GOG,GOG,1113.8,24,ST,False,NORMAL,4.6
KASPER KILDELUND,GOG,GOG,1105.8,32,HF,False,NORMAL,90.8
ANDERS ZACHARIASSEN,GOG,GOG,1084.1,19,ST,False,NORMAL,69.1
NICOLEJ MØLDRUP KRICKAU,GOG,GOG,1079.3000000000002,18,Ukendt,False,NORMAL,-4.6
VIKTOR GISLI HALLGRIMSSON,GOG,GOG,1076.0,33,MV,True,NORMAL,8.2
EMIL LA COUR ANDERSEN,GOG,GOG,1030.0,7,VF,False,NORMAL,15.0
LUCAS LENLER GARSDAL,GOG,GOG,1022.5,6,VB,False,NORMAL,7.5
LASSE MATHIAS PEDERSEN,GOG,GOG,1022.3,6,VB,False,NORMAL,7.3
SØREN HAAGEN,GOG,GOG,1014.6,24,MV,True,NORMAL,-0.4
