player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
VERONICA KRISTIANSEN,IKA,Ikast Håndbold,1091.4,7,PL,False,NORMAL,76.4
LOUISE BURGAARD,IKA,Ikast Håndbold,1076.3,7,HB,False,NORMAL,61.3
HELENE GIGSTAD FAUSKE,IKA,Ikast Håndbold,1038.0,6,PL,False,NORMAL,23.0
EMMA FRIIS,IKA,Ikast Håndbold,1037.0,7,VF,False,NORMAL,22.0
ANNIKA JAKOBSEN,IKA,Ikast Håndbold,1036.1,7,HF,False,NORMAL,21.1
JUDITH SANS SERRA,IKA,Ikast Håndbold,1028.9,6,ST,False,NORMAL,13.9
LOUISE ELLEBÆK,IKA,Ikast Håndbold,1026.9,6,PL,False,NORMAL,11.9
ANNE METTE PEDERSEN,IKA,Ikast Håndbold,1026.8,6,HF,False,NORMAL,11.8
HELENE KINDBERG,IKA,Ikast Håndbold,1019.1,5,HB,False,NORMAL,4.1
MIE AUGUSTESEN,IKA,Ikast Håndbold,1018.9,5,VF,False,NORMAL,3.9
MATHILDE BJERREGAARD,IKA,Ikast Håndbold,1016.1,6,ST,False,NORMAL,1.1
SABINE ENGLERT,IKA,Ikast Håndbold,1013.4,7,MV,True,NORMAL,-1.6
