player,team_code,team_name,final_rating,games,primary_position,is_goalkeeper,elite_status,rating_change
LINE GYLDENLØVE,BFH,Bjerringbro FH,1412.7,32,PL,False,LEGENDARY,397.7
ARLINDA HAJDARI,BFH,Bjerringbro FH,1216.6,32,PL,False,NORMAL,129.0
LINE FRANDSEN,BFH,Bjerringbro FH,1216.6,32,PL,False,NORMAL,201.6
JOSEFINE THORSTED,BFH,Bjerringbro FH,1124.6,31,HF,False,NORMAL,54.3
SIDSEL POULSEN,BFH,Bjerringbro FH,1113.8,30,ST,False,NORMAL,98.8
LOUISE HALD,BFH,Bjerringbro FH,1110.3,31,HF,False,NORMAL,95.3
SARA LILHOLT,BFH,Bjerringbro FH,1109.1,21,ST,False,NORMAL,29.4
EMILIE BANGSHØI,BFH,Bjerringbro FH,1092.8,31,VF,False,NORMAL,77.8
MATHILDE PIIL,BFH,Bjerringbro FH,1072.4,30,VF,False,NORMAL,57.4
JOSEPHINE NORDSTRØM,BFH,Bjerringbro FH,1068.0,6,MV,True,NORMAL,0.0
CAROLINE HØJER,BFH,Bjerringbro FH,1062.5,22,PL,False,NORMAL,47.5
EMMA ERNST,BFH,Bjerringbro FH,1060.3,20,PL,False,NORMAL,45.3
SOFIE LUND,BFH,Bjerringbro FH,1050.1,28,ST,False,NORMAL,35.1
SARAH ERNEBJERG,BFH,Bjerringbro FH,1018.8,27,MV,True,NORMAL,3.8
CLARA BAK,BFH,Bjerringbro FH,1018.2,31,MV,True,NORMAL,3.2
